rating,timestamp,title,text,userId,itemId
5.0,1652642526420,Good,Good gift card,16,12
5.0,1647201883803,Good Product,Good Product,16,13
5.0,1643574023858,Good Product,Good Product,16,14
5.0,1621794097012,Good Product,Good Product,16,11
5.0,1618607813583,Good Product,Good Product,16,16
5.0,1610319642327,Good product,Good product,16,8
5.0,1600998736261,Good Product,Good Product,16,18
5.0,1594616189941,Good Product,Good Product,16,9
5.0,1594616023131,Good,Good,16,19
5.0,1472217049000,Great Gift Package,Nice gift packaging for any event,27,13
5.0,1459026048000,Grest Sandwitches !!,Perfect and I even used Amazon Points - was mailed right out.,27,12
5.0,1459026010000,GOOD PIZZA !!,Perfect and I even used Amazon Points - was mailed right out.,27,21
5.0,1449424730000,We like this Store and they stock Tons of different Items for all kinds of Pets,Our cats love this place.,27,22
5.0,1653086469676,Good litte thank-you gifts,"I'm happy they did not cost me more than their face value to buy. I gave them out as a nice thank you to those who helped me with small things around my house. I sent them in the mail as a surprise, knowing money or gifts was not necessary. I recommend them.",68,4
3.0,1641431818335,Okay as a gift,"After I bought several I realized I could have sent ""gift"" money via text without the fees or wait.",68,43
5.0,1629478719766,Good gift,"Those who already have everything, they can buy an audible book, an old rerun of a favorite movie, some little thing they may want, or whatever as a gift for any occasion. I recommend.",68,9
5.0,1617599581065,So convenient.,"Arrived on time, in perfect shape, and best of all the person receiving the gift can buy whatever they want. One size fits all!",68,8
5.0,1577392181310,Just what was ordered.,Made holiday shopping easy!,68,0
5.0,1434412105000,Five Stars,its just a gift card,88,42
5.0,1434411554000,Five Stars,It's just a gift card.,88,51
5.0,1434411166000,Five Stars,It's a gift card...,88,52
5.0,1434410910000,Five Stars,It's a gift card!,88,53
5.0,1549217779165,Great Gift,My kids and grandkids always love Amazon gift cards. This one was for my daughter for her birthday.,129,14
5.0,1549217404826,Christmas Present,for my granddaughter. She loves Amazon gift cards.,129,3
5.0,1549217254550,For Granddaughter,I purchased this for my Granddaughters birthday. She always loves Amazon gift cards.,129,3
5.0,1513289514970,Can't Go Wrong,Can't go wrong with these gift cards since the receiver can choose where to use them. Big hit!,129,69
