rating,timestamp,title,text,userId,itemId
5.0,1526830776794,Archaeology Magazine: One of the Best Magazines in Existence,"I have several magazines that I consult for my reading enjoyment and/or enlightenment. With most of them, I thumb through and focus only on articles that seem interesting, but there are a few magazines that seem to hit the mark so consistently that I read the almost the entire issue month after month. One good example of the latter is Archaeology Magazine.<br /><br />What sets this magazine apart from most others is the content itself. Yes, there are some cool illustrations but where Archaeology Magazine shines is with the articles themselves. They are packed full of fascinating information and they enrich your knowledge of history. And I don’t mean refresh your knowledge- I mean enrich, because much of what you read here is going to involve historical facts you likely never heard before. I come away from every issue learning something brand new about a specific era in world history and the cultures that lived and thrived during that time.<br /><br />Archaeology Magazine has very few advertisements. Most of them are clustered at the end of each issue, so you get uninterrupted reading from start to finish. Another thing I love is that most of the articles are not excessively long. Some are only a half- page or less. At most, they might cover four pages tops. I like this, because I’m the type who may not want to commit to a long, say, 10 page magazine article. I read some magazine with long articles like this and the moment I see that it’s going to be this long- and I always check before I start reading- I often skip the article completely.<br /><br />Yet another reason to love Archaeology Magazine is the quality of the writing. The editors make sure each article is clear and concise, with proper grammar and clarity. The articles are educational and they maintain an academic style. You’re not going to find much in the way of humor or other creative forms of non- fiction prose. No, Archaeology Magazine sticks with the facts and presents them in and informative way that archaeology and history enthusiasts will appreciate.<br /><br />I usually skim through most magazines, but Archaeology Magazine is different. It is one of the very few magazines that maintain my interest from beginning to end, with every article worthy of a read. Try this magazine for yourself, and get enlightened on the fascinating world we live in and all of its glorious past.",36,50
2.0,1336315735000,"National Geographic Kids: Too Much Fluff, too Little Education","Kids like to read magazines and books as long as they contain visual elements, games, and other things to keep them entertained. They don't even mind a little bit of education and learning as long as it is entertaining in some way. This is why kids' magazines are often so visual and colorful and National Geographic kids is, as expected, a publication loaded with pictures and bright colors. The magazine is focused mainly on animals, but also includes material on science, geography, technology, etc.<br /><br />My girls are big fans of several kids' magazines and they look forward to receiving issues in the mail each month. I like most of them, due to their educational value. But I must take exception to National Geographic Kids magazine. This publication does contain some educational material, but the problem is that the education is minimal, with the remaining pages covered with meaningless fluff and advertisements. The ads are especially annoying because National Geographic Kids intermingles the ads into what seems like an educational article. It is done in a subtle way that you may not even notice at first.<br /><br />National Geographic Kids attempts to break up the educational material with trivia, some photographs, and a few other things, but they are not items I would expect to see in a publication that is supposed to be aimed at children in the later elementary school age years and that is supposed to educate. It is also surprising how thin the magazine is- it seems more like a thick newsletter than a magazine publication.<br /><br />National Geographic itself is a great magazine and I am very surprised that such a quality publication would permit its name to be scarred by the likes of this magazine. It could be so much better with a little work. It isn't like National Geographic doesn't have the resources to make improvements. They have the expertise and the know- how to make a quality kids magazine, but seem content with this publication in its present form, in spite of its many flaws.<br /><br />Kids magazines are plentiful and there are some really good publications available that help teach kids about different subjects in an entertaining way. National Geographic Kids, unfortunately, isn't one of them. The worthwhile material can be isolated to about one- third of the magazine's limited pages and the overall educational value is minimal. Sum everything together and you have a magazine that isn't worth the money and should be avoided.",36,18
4.0,1324699161000,Texas Monthly Keeps You Up to Speed with the Lone Star State,"Texas Monthly Magazine is a magazine about a state, its places, and its people. This publication covers Texas culture, travel, music, arts, dining, special events, and more. Each issue takes readers on a journey throughout the state and keeps them up to date on the Lone Star State and her people.<br /><br />Texas Monthly Magazine has more departments than the typical magazine and many of them are fun to read, offering a quick look inside a lesser- known town, festival, or individual that calls Texas home. A good example is the department titled Street Smarts. This short section offers a glimpse inside one of Texas' thousands of small towns along with a numbered list of special points of interest in the city. The music and books departments are fun, too, because they present some popular and soon- to- be- popular media from Texas residents. Another department I like for its pleasant amusement is one called the Manual. It presents something Texas- related in the areas of fashion and style and then offers some advice on the best usage or display of the item based on Texas culture.<br /><br />Texas Monthly Magazine offers several long, featured articles and they can usually be found starting in the middle of each issue and continuing all the way to about the three- quarter mark. These longer featured articles can focus on most anything, from travel to art to food, to the people who create the art and prepare the food.  There are usually at least a few current event- type articles related to something important in the news while the other featured articles include stories about people, events, etc., that are generally timeless.<br /><br />Texas Monthly Magazine is a well- written, well- edited magazine and it a nice reference and reading tool for Texas residents who like to learn more about the state and find new places to visit and things to try. I like having it handy, but if I could change one thing about this magazine, it would be the number of ads in each issue. True, all magazines need advertisements in order to generate reveune, but the number of ads in Texas Monthly Magazine is a tad excessive. Each issue opens up with about eighteen pages of ads before even reaching the table of contents. The next hundred or so pages have ads on every other page and the ads only diminish when you get to one of the featured articles. After that, the ads return for the remainder of the issue, with the final thirty to fifty pages consisting of practically nothing but ads.<br /><br />Going back to the positive points, another reason to like Texas Monthly is the long length of each issue. The magazine is much longer than most, with some issues approaching 300 pages in length. Yes, the ads are excessive, but even if all the ads were removed, you would still have a very large amount of reading material in each issue- much more than found in the majority of magazines.<br /><br />Texas is a very large, very diverse state with many things to offer and Texas Monthly is a very enjoyable read that helps Texas residents keep up with some of the many happenings in this great state. The ads are excessive, but when all factors are taken into account, this is still an enjoyable publication that every Texan should read and that many outsiders will enjoy as well.",36,53
4.0,1282924980000,Popular Mechanics: Practical and often Fascinating,"Popular Mechanics is a magazine dedicated to mechanics, repair, industry, and technology. This magazine offers timely articles that are often intelligent, thought- provoking, and often fascinating and/or awe- inspiring. They often talk about mechanical achievements, impressive technology, record- setting feats, etc. These articles show what humans are capable of doing and they remain in your memory for some time.<br /><br />These achievement- type articles are often the best in each issue, however, Popular Mechanics is more than just a magazine about incredible achievements. With Popular Mechanics, you get articles about cars, home improvement, repair, etc., which are more practical than anything. Car enthusiasts often enjoy Popular Mechanics more than anyone, due to the magazine's consistent articles on automobiles and reviews of automobiles. There are, in fact, multiple articles on automobiles and/or automotive technology in each issue and they are often among the lengthiest in the magazine.<br /><br />Besides cars, Popular Mechanics likes to devote space to the subject of home repair and improvement. These articles are nice because they offer practical advice that can help do- it- yourself readers save a good deal of cash. They are often educational in nature, too. How Your House Works, for example, is a subsection of the Home department and it describes in detail how a certain part of your home functions. It might sound boring at first, but it is often fascinating to learn what goes on behind the walls, under the foundation, inside the appliances, etc. Sometimes, the educational lesson is obvious but other times, the lessons learned are eye- opening and will expose homeowners to things about their home they never knew existed.<br /><br />Popular Mechanics is, overall, a very nice publication that I will continue to read. I like the articles that emphasize fascinating innovation and achievement best, but I can also agree that the home and automotive articles are very practical and useful. The over- emphasis on automobiles is a small complaint about Popular Mechanics, but the magazine as a whole is very good and very readable.",36,55
4.0,1260591102000,"Improve Your Knowledge, with Popular Science","Popular Science is a magazine I have been reading on and off for more than twenty years and it ranks as a science magazine for the masses. As most readers will tell you, Popular Science is a beginner's science publication and is generally intended for those who are curious about science and want to gain a better understanding of science and technology.<br /><br />Popular Science is more about technology than science and this is evident from the departments and most of the featured articles. Yes, Popular Science does include articles about atoms, chemicals, outer space, physics, etc., but the majority of the articles are about modern technology and its uses and applications. The technology articles are dedicated to subjects such as new vehicles, environmental trends, electronic devices, and more. Articles like these might seem a little out of scope, but one has to remember that the first word in the title of the magazine is Popular. Technology is huge, so it makes sense that the magazine would dedicate such a large percentage of its articles to high tech.<br /><br />The writing in Popular Science is very good, but as I said before, this magazine is intended more as a beginner's guide to science and technology. This means the articles will be perfectly fine for those with limited science and technology knowledge.  For those with a more advanced scientific mind, some of the articles may be too elementary. However, every issue can be counted on for at least a couple of in-depth, intellectual articles. Also, one needs to keep in mind that the articles are generally short and cover only a page or two. This is nice for those with shorter attention spans and for those who want to soak up as many facts about as many different things as possible.<br /><br />Learning more about science and technology is certainly a good idea and Popular Science is a good choice of reading material for those who are scientifically curious, want to improve their science knowledge level, and want to learn about the latest technology. The magazine could prove to be a little too simplistic for those with a working or educational background in science, but for everyone else, Popular Science presents a good means to keep up with the latest in science and high tech with writing that is clear and intelligent without going over the top.",36,59
4.0,1257190191000,Dwell Magazine Offers Unique Designs for the Home,"My mailbox overflows with magazines and among the themes, home and home- related topics are the most common. Dwell Magazine ranks as one of the better home magazines I read each month and it is one of only a few publications that I will return to throughout the month for entertainment and other purposes.<br /><br />What makes Dwell a unique publication is its dedication to more interesting and unusual home remodeling and rebuilding ideas. Other modern home magazines exist, but Dwell Magazine takes the idea of modern to a slightly different level than other, similar publications. With Dwell Magazine, the reader is presented with unusual homes, both on the exterior and interior, and many of them are certainly eye- catching, if nothing else. This magazine is all about homes that offer distinction and some of the design ideas are very interesting and will stick with you for a long time.<br /><br />Probably the most unique fact about Dwell Magazine is that, while it focuses on unusual and creative home design, it manages to maintain a level of livability. Other magazines that focus on unusual things- whether it's the home or something else- often take the weirdness factor to the extreme and they end up alienating most readers. But Dwell Magazine avoids making this mistake. The ideas it presents are unusual and creative, but still within the boundaries of taste and practicality.<br /><br />Magazines usually offer articles that cover a large range of topics each month, but one other interesting aspect of Dwell Magazine is that each magazine is based on a specific theme. This theme is clearly spelled out on the front cover, directly under the magazine's name, in bold letters. This is nice because you already have a good idea what to expect when you open the pages of any issue. The featured articles for the month will stick to the main theme for that particular issue.<br /><br />Dwell Magazine is one of hundreds of publications that focus on the home, but it easily stands out in the pack and I rank it among my favorites in this genre. I'm not into home design on a do-it-yourself level, but I do like to look at homes and the rooms within homes and I am always open to new ideas. Dwell Magazine offers plenty of creative ideas every month and it's a good magazine to consult for home makeover plans.",36,60
4.0,1225305798000,Can't Curb Your Enthusiasm? Read Cycle World!,"Motorcycle enthusiasts are a unique breed and the main quality that sets them apart from the rest of civilization is their unyielding enthusiasm for their chosen sport/hobby. They often become consumed with biking and, like golf fanatics and others, they view every spare moment as an excuse to partake in their chosen activity.<br /><br />Cycle World is a magazine designed with the motorcycle enthusiast in mind. This publication is made for the type of biker who not only likes to ride his cycle, but also liked to learn as much about motorcycles as possible. There are, of course, plenty of articles in each issue of Cycle World that talk about the joys of riding and the sport of motorcycle racing. But Cycle World includes other articles, too- articles that only the well- rounded motorcycle fan will be likely to read and appreciate. Some articles focus on new technology. Others dispense advice on motorcycle repair. There are also travel articles and personality profiles as well, making for a nicely rounded publication.<br /><br />I'm not a motorcycle enthusiast or even a casual fan, but I still like certain sections of Cycle World and I try to read a few of them every month. My favorite sections of Cycle World are those that feature new products. Cycle World is among the first publications to report on new motorcycles and other related products and the magazine includes plenty of great photos, test data, and various statistics. In a matter of minutes, one can quickly learn the pros and cons of a specific motorcycle and more easily make a buying decision. Even though I am not a fan, I still like these articles because, like articles on new cars, they often include some very cool new product offerings that can easily impress anyone- even a nonfan like me.<br /><br />Motorcycles are loved by their many enthusiastic fans and Cycle World is a magazine intended for those who want a well- rounded publication about motorcycles, their upkeep, and their use for entertainment. Most of the pages in each issue are dedicated to the different motorcycles produced by different manufacturers, but there is plenty other information to be found in this magazine about motorcycles and Cycle World makes a good choice for those who want to know how to ride, repair, and enjoy their hobby as much as possible.",36,67
4.0,1214419310000,Intellectually Stimulating and Highly Anticipated Each Month,"The Atlantic is an intellectual magazine and one that I have been reading on and off for many years. This magazine is best known for its political/current events/social articles that tackle some tough issues of the day and it delivers most effectively when it's offering some commentary on world events and social issues and these are the articles I turn to first when I read The Atlantic. I like the political articles best, but there are plenty of other non- political yet very thoughtful articles in each issue.<br />Most every article in The Atlantic is thoughtful and well- written. Look closely at the authors of some of the stories in this magazine and you will notice some high- profile names on more than one occasion. Christopher Hitchens, Mark Bowden, Eric Schlosser, and others are known to contribute an article or two in each issue of The Atlantic. These writers, and others like them, are ready to offer their take on some of the critical issues of the day.<br /><br />The Atlantic certainly offers some interesting, thoughtful, intellectual articles and one fact that sets them apart from those found in most other magazines is that the featured articles are often very long- sometimes exceeding ten pages in length. Most magazines shy away from articles this long because they know that most reader's have an attention span that is far too short to finish the entire piece of reading in one sitting. But The Atlantic is different. If the subject matter is such that an article needs to be ten- plus pages in order to thoroughly cover everything, then The Atlantic is quick to oblige. I appreciate the excellent coverage but I must admit that some articles are almost too long. Even when I have an interest in the subject matter, I often end up stopping halfway through because I cannot hold my attention any longer.<br /><br />Another section I like in The Atlantic is the book reviews section. To present a fair and balanced perspective, The Atlantic reviews new books from many different genres and I like that there are different reviews of varying lengths. One section of The Atlantic called Cover to Cover includes short summaries of many different books. These are nice when you don't have time to read a lengthy review of a book and just want the basics. But there are also some very long book reviews in The Atlantic, along with some advertisements for new books that include a short, 50 to 100 word summary of the book. I like reading the reviews, but I like this section best for its exposure to new book releases. It is like looking at a quick rundown of intellectual books and I have, in fact, discovered some very good titles from this part of the magazine.<br /><br />Overall, The Atlantic ranks among my favorite magazines and I look forward to some serious, intellectual reading in each issue. I admit that some articles are a tad too lengthy, but I still like The Atlantic for its intellectual stimulation and for its focus on current events. It's a very good magazine for cerebral types who like to read about politics and social issues.",36,70
4.0,1190665602000,Maximizing Electronics Enjoyment,"Maximum PC is a magazine for electronics freaks, offering many different articles about electronics; how to buy them, how to repair them, how to get the most out of them, and how best to replace them. This magazine is aimed in one primary direction: Making the most out of the electronic devices available. This is accomplished through the many instructional articles, how to guides, and question and answer sessions.<br /><br />When Maximum PC isn't offering words of wisdom on ways to improve your life with electronics, the magazine is usually offering reviews of new products. The reviews section is one of the largest parts of each issue and while it does a nice job bringing new products to the forefront, the reviews are often less than stellar. Rather than analyze a few products in- depth, Maximum PC instead prefers to offer shorter reviews of many products. This part of the magazine seems more concerned with quantity than quality, in contrast to most of the remainder of the magazine.<br /><br />One thing about Maximum PC that isn't to my liking is the technical nature of many articles. Maximum PC likes to get to the root of things (literally), and it is common to find articles talking about circuits, memory, and other boring subjects. This is fine for those who take their technology to the extremes, but I have no interest in learning about the inter-workings of the wiring inside my personal computer or the electronic pulses that cause my printer to respond on queue. This is a little too much technology for me, but I know there are some readers who will relish the depths that Maximum PC goes to when it strips down electronic devices into their component parts.<br /><br />Overall, Maximum PC is a pretty good electronics magazine for young and middle- aged adults. It loses me from time to time when it gets overly technical, but it still ranks as a good magazine about electronics. The numerous question and answer sessions, the educational articles, and the product reviews make this a magazine worth reading.",36,72
3.0,1190152066000,Making Your Living Space More Livable,"This Old House is a magazine dedicated to home improvement. Based on the popular PBS television program, this magazine aims to help its readers find new and better ways to improve the home and perform routine maintenance.<br /><br />Magazines and the internet are my primary sources when home repair reaches the critical point. This Old House is one of several magazines I like to read and it is the one I turn to most frequently when I need to find out about home maintenance. The majority of other home- related publications deal strictly with enhancements, remodeling, and general improvement. This Old House offers these types of articles, along with articles on general home repair, landscaping techniques, utility cost savings, and more.<br /><br />My favorite departments in This Old House are ""Around the House"", ""Toolbox"", and ""Salvage"". The last department, Salvage, sounds boring at first but it often gets very creative. This department selects a common household item- usually one that is probably slated to get tossed in the trash- and points out a creative way to re- use the item. Some of the ideas they come up with are surprising, making this one of the first sections I turn to when I get a new issue in the mail.<br /><br />Some parts of This Old House are not appealing at all, either because the suggestions are far too costly for someone like me; because they involve skills that I do not possess; or a combination of the two. The Luxury department is one such area. Another is the Design sections. These areas are intended for the more advanced home improver who has advanced skills at home design. There are some very expensive suggestions, too, and these parts of the magazine provide more fantasy reading than anything. However, there are still enough less expensive ideas to keep the magazine useful and practical.<br /><br />Overall, This Old House is a good magazine that offers some home improvement ideas, some repair suggestions, and some ways to enhance your home's value. The general repair advice is pretty handy and while I don't have much use for other parts of the magazine, I can agree that these are helpful to the right type of person. It makes This Old House a good publication for those who seek advice for home repair and home enhancement.",36,73
