rating,timestamp,title,text,userId,itemId
5.0,1627391044559,Great for at home use and so easy to use!,This is perfect for my between salon visits. I have been using this now twice a week for over a month and I absolutely love it! My skin looks amazing and feels super smooth and silky. This is also super easy to use (just follow instructions). I can see already that I will begin expanding the time between visits which will definitely help me save money in the long run. Highly recommend!,6,8
5.0,1621184430697,A little goes a long way!,"This is a really nice moisturizing lotion. It goes on lightly and is readily absorbed into my skin. My skin feels amazingly softer and smoother and allows for a nice base for my makeup to be applied over. You only need a small pea sized amount to cover your entire face and neck. Highly recommend for all skin types, ages and for women as well as men.",6,11
3.0,1619737501209,Just ok,"I try to get Keratin treatments every 3 months, but honestly it has been getting costly. So, when I saw this I was excited to try it. I found it difficult to use and almost impossible to get to saturate the back of my hair and straight iron it the way they do in the salon. Front and sides were ok, but I couldn't maneuver the back to get it straight. Then I saw the ingredients after the first time and saw it contained formaldehyde and that was the last time I used the actual treatment. I did, however, use the shampoo and conditioner (and I still am). I wish they sold the S&C separate because I really did like it and I am always in the market for a good hair wash which won't strip my hair between treatments. I will resume my regular treatments at my salon.",6,12
5.0,1617904219785,Good quality hair brush!,"Really nice small brush. Made well, nice wood made with boar bristle, my son absolutely loves this. It brushes his hair well and keeps him looking his best. This compact size makes it nice to keep in the center console of his car or to take on vacation with him. Highly recommend!",6,13
5.0,1613319236253,Great refreshing skin care routine!,"I had never tried anything for my skin consisting of pomegranate, so I was anxious to try this. It actually is an entire skin care regimine containing a cleanser, a toner, a facial cream, an eye cream and overall moisurizers. I actually was quite surprised how well this worked from start to finish. It was nice having an entire skin care routine in one package (instead of me working with various separate products. Fragrance is light and smells almost apple-like (but very light). I particularly like the cleanser and the toner. It also comes in a beautiful gift box so this would make a wonderful gift for someone. I bought another for my mother-in-law and plan to give it to her when we visit next month. Highly recommend!",6,14
3.0,1607339460872,Didn't do much and difficult to place and maintain on your face,"When I saw this, I was thrilled to be able to try it. I have suffered from bags and dark circles under my eyes for years now. I have been 'using' this for almost three weeks and I am not happy with it. First, it's almost impossible for me to keep it in place under my eyes. They come wet out of the packet and I was unsure what side was supposed to be placed on my skin. They do not stay in place and I found them falling off easily. Of course, maybe it was me or my skin, so please don't just rely on my review (read others). I will not be reordering.",6,15
5.0,1598212476613,"Quality hair iron, works perfectly to straighten my hair!","This is a great hair straightener. Heats up quickly and evenly, makes it easy to take the curl out of my naturally wavy hair. It fits easily in my hand and maneuvers around the front and back of my head easily. Does not heat up my countertop (keeps the heat on the iron). I love this pink, too, it matches my decor perfectly. I highly recommend this Bellezza styler.",6,16
5.0,1596473351088,Great all natural ear swabs!,"I really like these ear swabs. First they come in a large, handy box and are easy to store (will last a long time). Second, they are all organic and good for the environment. Third, they are strong and don't fall apart very easily. I highly recommend these over Q-Tips (which I have used for years).",6,17
5.0,1593352422858,Wonderful overnight cream!,"To be honest, I rarely have used an overnight cream. Typically, my skin care routine is the same morning and night (wash, apply hyalauronic serum, and some kind of moistutrizer). So, when I saw this Iryasa cream I wanted to try it. Easy to apply, you can immediately feel the moisture starting to work. I do apply this about 30 minutes before I actually go to sleep to allow it time to be absorbed (before putting my face on my pillow) as it is a thicker type of cream and needs time. My skin in the morning feels better than ever. Soft and supple, I definitely feel a difference after using this for over 2 weeks now. I highly recommend this cream for women and men.",6,18
5.0,1547589843451,This really works!,"At first when I saw this, I wasn't sure what this. I looked at the reviews (which were mostly positive) and thought I would give it a try. My skepticism was quickly diminished after trying this for just a few days. I typically shower every morning and I have Vitamin C and Retinol that I apply to my face. So, when I got this I put it in the freezer and followed the instructions. So, instead of just applying the serums to my face, I started using this roller along with the serums. After less than a week I noticed much less puffiness around my eyes (and I am prone to that area to have bags and puffiness). I also noticed my skin looking noticeably better overall. I think applying this roller to my skin allows the pores to absorb the serums faster and deeper. I will continue to use this going forward. I am really impressed with the results!",6,19
