rating,timestamp,title,text,userId,itemId
3,881250949,,,0,0
3,891717742,,,1,1
1,878887116,,,2,2
2,880606923,,,3,3
1,886397596,,,4,4
4,884182806,,,5,5
2,881171488,,,6,6
5,891628467,,,7,7
3,886324817,,,8,8
3,883603013,,,9,9
2,879372434,,,10,10
5,879781125,,,11,11
5,876042340,,,12,12
3,891035994,,,13,13
3,888104457,,,14,14
3,879485318,,,15,15
5,879270459,,,16,16
2,879539794,,,17,17
4,874834944,,,18,18
2,892079237,,,19,19
4,886176814,,,20,20
4,892738452,,,21,21
4,877881320,,,22,22
2,874833878,,,18,23
4,887736532,,,23,24
2,879196566,,,24,25
5,892430094,,,25,26
2,883748450,,,26,27
4,875747401,,,27,28
5,876861185,,,28,29
3,877052329,,,29,30
4,882075827,,,30,31
4,879539727,,,31,32
4,880731963,,,32,33
3,884238860,,,33,34
4,886890835,,,34,17
1,878962623,,,35,35
5,891295330,,,36,36
1,874791932,,,37,37
4,891350932,,,38,38
4,877888877,,,39,39
4,885329322,,,40,40
2,884114233,,,41,41
3,874791805,,,37,42
5,875333916,,,42,43
5,884921594,,,43,44
5,879741196,,,44,45
5,879641194,,,45,46
5,886519097,,,46,47
3,882823437,,,47,48
4,886271884,,,48,49
2,876535131,,,49,50
4,890618898,,,50,51
5,885853415,,,51,52
5,888205088,,,52,53
2,880037164,,,53,54
4,879877127,,,54,55
5,880474293,,,32,56
5,881107687,,,55,57
4,881103977,,,56,58
3,881171009,,,6,59
1,879667584,,,57,60
4,884112673,,,41,61
3,882141053,,,58,62
4,884920949,,,43,63
5,879024232,,,59,64
1,892738341,,,21,65
5,883326620,,,60,66
5,883698581,,,61,40
4,891550094,,,62,17
4,893277702,,,63,67
3,879987440,,,64,68
1,890251826,,,65,69
3,884923047,,,43,70
4,879546723,,,17,71
2,887249482,,,66,72
4,882823954,,,47,73
3,886475558,,,67,74
3,888906576,,,68,75
5,884364867,,,69,76
5,879539643,,,31,77
3,878192429,,,22,76
5,879540748,,,31,78
3,874791025,,,37,79
5,874835091,,,18,22
4,878183381,,,70,80
5,878971773,,,71,81
3,881108684,,,55,82
4,891903862,,,72,83
4,888954412,,,24,84
4,879361873,,,73,85
4,877635573,,,74,86
4,879876194,,,54,87
5,875296291,,,75,88
2,885557505,,,76,89
5,874781198,,,20,90
4,879373848,,,10,91
3,879375537,,,10,92
4,881961214,,,77,93
4,879857765,,,78,94
3,883709863,,,79,95
5,891383835,,,80,92
4,877531942,,,11,96
3,888905170,,,68,97
4,880234639,,,81,22
5,886397722,,,4,98
4,878090499,,,82,99
5,885848672,,,83,100
5,876860807,,,28,101
4,875320714,,,84,23
3,884207492,,,85,91
5,881107178,,,55,102
5,884288058,,,86,103
4,886987260,,,87,104
4,884304936,,,88,22
4,891384754,,,80,105
4,885844430,,,83,4
3,879373460,,,10,106
3,881375854,,,75,107
4,879376641,,,89,108
4,891720887,,,90,109
3,879966895,,,91,110
4,884182806,,,5,111
5,878347874,,,92,112
5,886122352,,,93,113
2,879524643,,,17,114
5,880037702,,,53,112
5,883815120,,,70,115
3,878089182,,,82,116
3,890687042,,,94,6
3,888082216,,,14,117
3,878769629,,,95,118
4,879791710,,,96,119
3,888904884,,,68,120
3,880245029,,,81,121
3,878092059,,,82,122
5,888205300,,,52,94
5,877533771,,,11,123
4,880605185,,,3,124
4,891352010,,,38,125
1,886434402,,,97,126
4,879876734,,,54,17
2,879551380,,,17,127
2,884714402,,,95,128
2,882139746,,,58,129
4,884538403,,,58,130
2,880605157,,,3,131
5,886323090,,,8,66
2,888954930,,,24,132
2,883955745,,,98,133
4,889502823,,,22,134
3,883698454,,,61,135
3,883452363,,,99,136
4,891449922,,,100,137
3,877878184,,,22,83
4,879525876,,,17,138
4,876860807,,,28,118
3,885678247,,,46,139
4,877886846,,,39,21
4,874724988,,,101,140
3,879456350,,,102,66
4,879467295,,,15,63
5,878870987,,,103,141
3,891387947,,,104,108
5,891383204,,,80,31
2,888067405,,,105,142
3,881108425,,,55,143
2,879371261,,,106,144
4,876973939,,,107,140
4,875537965,,,108,145
4,885412840,,,109,47
4,875744136,,,110,146
3,875636053,,,111,147
2,886324028,,,8,140
4,883612356,,,92,95
4,875975656,,,98,148
1,875298353,,,75,149
5,887401701,,,112,138
4,886472768,,,67,150
3,884183336,,,5,151
1,892174404,,,75,152
4,883601324,,,113,153
3,880130193,,,114,154
2,875542174,,,110,155
4,885680138,,,46,156
4,881515011,,,58,31
3,891347949,,,115,157
4,891353086,,,38,158
4,878183481,,,70,159
5,884128554,,,12,160
4,876923913,,,20,98
5,878955442,,,103,161
3,874786392,,,37,51
3,891723086,,,90,162
4,875801662,,,116,123
4,892428688,,,25,98
3,876857977,,,28,163
3,888906966,,,68,164
2,891385985,,,115,165
4,875216545,,,116,166
3,886443455,,,65,167
4,882164999,,,117,168
4,878542420,,,118,169
4,880036718,,,53,170
3,892910207,,,119,159
4,882140926,,,58,171
2,879455957,,,120,136
3,875654637,,,65,172
2,884386343,,,121,173
5,881105481,,,56,101
5,888549622,,,122,174
2,886272175,,,48,175
3,888104153,,,14,64
4,878962392,,,35,176
4,874724710,,,101,177
4,886323648,,,8,120
3,882922806,,,123,178
5,891170769,,,124,179
5,877399018,,,125,180
2,892838559,,,126,181
5,884238860,,,33,182
4,884304936,,,88,183
4,887665548,,,127,29
4,891383319,,,80,184
5,879455113,,,128,185
3,879521396,,,17,52
4,879454628,,,126,186
1,886987605,,,87,187
4,877877775,,,22,133
5,879524921,,,129,188
4,891446165,,,100,189
5,883599249,,,9,133
3,880937882,,,130,190
5,879467542,,,15,191
1,877727122,,,131,192
4,882078621,,,30,193
3,874793035,,,37,194
2,886323068,,,8,195
2,879541148,,,17,196
2,891438397,,,132,144
4,879875940,,,54,197
4,877819599,,,133,198
4,877531791,,,11,199
5,884128458,,,12,200
1,891632142,,,134,98
4,882826555,,,47,201
2,879484804,,,15,202
4,879374686,,,10,203
3,876018608,,,121,204
4,875653271,,,65,161
4,882078040,,,30,205
5,882157581,,,135,206
3,884150257,,,136,207
3,875747190,,,27,0
3,881961671,,,77,44
4,875307407,,,75,208
4,878089716,,,82,209
3,890881335,,,137,31
3,889502324,,,22,210
3,879525876,,,17,79
3,879485532,,,15,124
5,874775038,,,20,77
5,879966498,,,138,211
2,875742942,,,110,165
2,875744173,,,110,147
4,883601089,,,113,157
5,879394264,,,139,179
4,880308578,,,127,212
3,891542540,,,140,213
2,881368243,,,141,173
4,891374868,,,142,214
1,875744501,,,110,215
4,882076587,,,30,216
5,879283786,,,143,217
3,892334609,,,19,218
4,880308755,,,127,219
